Image,Vietnamese,Target word,Transcription,Example
"<img src=""139402131733365685227594.jpg"" />","tiên tiến, tiến bộ, cấp tiến; cấp cao, ở mức cao",advanced&nbsp;,/əd'vɑ:nst/,"<div>a. Since the hotel installed an advanced computer system, all operations have been&nbsp;functioning more smoothly.</div><div>b. Pablo has been promoted to assistant manager and he is happy with his advanced&nbsp;position.</div><div><br /></div>"
"<img src=""chain.jpg"" />","dây xích, dây chuyền, dãy, chuỗi, loạt (khách sạn, nhà hàng...)",chain,/tʃeɪn/,<div>a. Budget-priced hotel chains have made a huge impact in the industry.</div><div>b. The hotel being built in Seoul is the newest one in the chain.</div><div><br /></div>
"<img src=""RE_firstclass_checkin_felix_3770_tcm233-366624.jpg"" />","làm thủ tục đăng ký (để vào khách sạn, vào hội nghị, lên máy bay...)",check in,/tʃek ɪn/,"<div>a.Patrons check in at the hotel immediately upon their arrival.</div><div>b.To know that the conference guests have arrived, we ask them to check in at the&nbsp;registration desk.</div>"
"<img src=""expect_1380643440871.jpg"" />","mong chờ, mong đợi, hy vọng; đòi hỏi; cho rằng, nghĩ rằng;",expect,/ɪkˈspekt/,"<div>a. You can expect a clean room when you check in at a hotel.</div><div>b. Mr. Kim expected that the bed linens would be changed daily.</div><div>If you say that a woman is expecting, you mean that she is pregnant.</div><div><br /></div>"
"<img src=""housekeeper.jpg"" />","bà quản gia; người coi nhà, người giữ nhà;&nbsp;<div>nhân viên trực buồng/dọn phòng;</div>",housekeeper,/ˈhaʊsˌkiːpə/,<div>a. Eloise's first job at the hotel was as a housekeeper and now she is the manager.</div><div>b. The desk clerk is sending the housekeeper to bring more towels to your room.</div><div><br /></div>
"<img src=""Notify-and-Remind.jpg"" />","báo, thông báo, khai báo, cho biết;",notify,/ˈnəʊtɪfaɪ/,<div>a. They notified the hotel that they had been delayed in traffic and would be arriving&nbsp;late.</div><div>b. Lydia notified the hotel in writing that she was canceling her reservation.</div><div><br /></div>
"<img src=""2009669879.jpg"" />","loại trừ, trừ bỏ, ngăn ngừa; đẩy xa;",preclude,/prɪˈkluːd/,<div>a. The horrible rainstorm precluded us from traveling any further.</div><div>b. The unexpected cost of the room precluded a gourmet dinner for the travelers.</div><div><br /></div>
"<img src=""bao gia in to roi.png"" />","(v): trích dẫn; định giá, báo giá; (n): sự trích dẫn, lời trích dẫn, đoạn trích dẫn",quote,/kwəʊt/,<div>a. We were quoted a price of $89 for the room for one night.</div><div>b. Call ahead and get a price quote for a week-long stay.</div><div><br /></div>
"<img src=""paste-61800284422147.jpg"" />","suất, mức, giá (giá được tính theo các nấc căn cứ theo chất lượng), tỷ lệ;",rate,/reɪt/,<div>a. The rate for the hotel room is too high considering how few services are available&nbsp;on-site.</div><div>b. The sign in the lobby lists the seasonal rates.</div><div><br /></div>
"<img src=""paste-61993557950465.jpg"" />","<div>(sự) giữ trước, đặt trước; sự dành riêng, khu vực dành&nbsp;riêng;</div>",reservation,"&nbsp;/,rezə'veiʃn/","<div>a. I know I made a reservation for tonight, but the hotel staff has no record of it in the&nbsp;system.</div><div>b. It is difficult, if not impossible, to get reservations at this hotel at the height of the&nbsp;summer season.</div><div><br /></div>"
"<img src=""customer-service.jpg"" />","(n): dịch vụ, sự phục vụ; (v): phục vụ;",service,/ˈsɜːvɪs/,"<div>a. The hotel has a number of luxury services like the on-site gym, sauna, pool, and&nbsp;beauty salon.</div><div>b. Mr. Rockmont called room service to order a late-night snack.</div><div><br /></div>"
"<img src=""Confirmation-w-AB-Vigneron-800x430.jpg"" />","xác nhận, thừa nhận; chứng thực, phê chuẩn (to validate)",confirm,&nbsp;/kən'fɜ:m/,<div>a. Jorge called the hotel to confirm that he had a room reservation.</div><div>b. We automatically send a postcard to let you know that your travel dates have been&nbsp;confirmed.</div><div><br /></div>
"<img src=""Busy_1380643440871.jpg"" />","bận, bận rộn;",busy,/ˈbɪzi/,"<div>a. Alfred was busy getting ready for his vacation.</div><div>b. The airport was busy, with people catching planes and heading for car rental&nbsp;companies.</div><div><br /></div>"
"<img src=""total-lunar-eclipse-to-coincide-with-winter-solstice-in-almost-400-years2.jpg"" />","trùng khớp, trùng hợp, trùng nhau; xảy ra đồng thời;",coincide,/ˌkəʊɪnˈsaɪd/,"<div>a. My cousin's wedding coincided with a holiday weekend, so it was a perfect time to&nbsp;rent a car and go for a drive.</div><div>b. Sean was hoping that the days for the special discount on car rentals would&nbsp;coincide with his vacation, but they did not.</div><div><br /></div>"
"<img src=""confusion2.jpg"" />","<div>(sự) lộn xộn, hỗn loạn; (sự) mơ hồ, mập mờ;</div><div>(sự) lẫn lộn, nhầm lẫn; (sự) bối rối, xấu hổ</div>",confusion,/kənˈfjuːʒn̩/,"<div>a. There was some confusion about which rental discount coupons applied to which&nbsp;car rental agency.</div><div>b. To avoid any confusion about renting the car, Yolanda asked her travel agent to&nbsp;make the arrangements on her behalf.</div><div><br /></div>"
"<img src=""2012-12-27--17-2-25-919_Contact_Us_1380643440871.jpg"" />","(sự/chỗ) chạm, tiếp xúc, giao tiếp, giao dịch, gặp gỡ;<div>verb : tiếp xúc với, đụng chạm vào, gặp gỡ;</div>",contact,/ˈkɒntækt/,<div>a. Manuel contacted at least a dozen car rental agencies to get the best deal.</div><div>b. Last night I was contacted by my travel agent who said he had found a better price&nbsp;on a car rental.</div><div><br /></div>
"<img src=""disappointed-kid.jpg"" />","<div>(v): thất vọng, chán ngán; nhụt chí, nản lòng; thất hứa, thất&nbsp;ước;</div>",disappoint,/ˌdɪsəˈpɔɪnt/,"<div>a. Leila was disappointed to discover that no rental cars were available the weekend&nbsp;she wished to travel.</div><div>b. I hate to disappoint you, but I can't allow you to rent a car unless you have a major&nbsp;credit card.</div><div><br /></div>"
"<img src=""paste-120319213830147.jpg"" />","định, dự định, có ý định;",intend,/ɪnˈtend/,<div>a. I never intended to drive to Los Angeles until my brother suggested we do it&nbsp;together.</div><div>b. Do you intend to return the car to this location or to another location?</div><div><br /></div>
"<img src=""paste-129583458287619.jpg"" />","<div>sự cho phép, đăng ký; giấy phép, bằng, chứng chỉ (cho phép làm&nbsp;gì đó);</div>",license,/ˈlaɪsns/,"<div>a. First, I'll need to see your driver's license and a major credit card.</div><div>b. You will need a license in order to run this business.</div><div><br /></div>"
"<img src=""7_10_3_tension-type-headache-stress_106135484.jpg"" />","&nbsp;lo lắng, bồn chồn, căng thẳng;",nervous,/ˈnɜːvəs/,"<div>a. As we approached the city Lonnie started driving nervously, so I volunteered to&nbsp;drive that part of the trip.</div><div>b. I looked around nervously the entire time I was in the dark parking garage.</div><div><br /></div>"
"<img src=""385_optional.png-628x250_1380643440871.png"" />","tùy ý, tùy chọn, không bắt buộc;",optional,/ˈɒpʃnəl/,<div>a. Check this box if you wish to have this optional insurance.</div><div>b. Having a driver's license is not optional.</div><div><br /></div>
"<img src=""quan-tai-1.jpg"" />","cám dỗ, khêu gợi, quyến rũ; xúi, xúi giục, kích động;",tempt,/tempt/,<div>a. I am tempted by the idea of driving across the country instead of flying.</div><div>b. Gina is tempted to rent the smaller car to save a few dollars.</div><div><br /></div>
"<img src=""maverick_airtime1.jpg"" />","run lên, rùng mình; rộn lên, rộn ràng; rung cảm, xúc động;",thrill,/θrɪl/,"<div>a. The thought of renting a sports car gave John a thrill.</div><div>b. Just taking a vacation is thrill enough, even if we are driving instead of flying.</div><div><br /></div>"
"<img src=""tier3-screen_1380643440871.png"" />","hạng, tầng, lớp, tầng lớp;",tier,/tɪə/,"<div>a. The car rental company had a few tiers of cars, each one costing more than the&nbsp;previous tier.</div><div>b. If you are on a budget, I suggest you think about renting a car from our lowest tier.</div><div><br /></div>"
"<img src=""give_it_back_by_neverbeendarkmarked-d4s31g2.jpg"" />","sự đạt được, sự giành được; (số nhiều) tài năng, kỹ năng, kiến thức",attainment,/ə'teinmənt/,<div>a. The actress received a lot of attention for her many professional attainments.</div><div>b. The attainment of an Academy Award validates a performer's career.</div><div><br /></div>
"<img src=""400bushel-graintank-R4D015672-1366x768.jpg"" />","kết hợp, phối hợp",combine,/kəmˈbaɪn/,<div>a. The director combined two previously separate visual techniques.</div><div>b. The new production company combines the talents of three of Hollywood's best&nbsp;known teams.</div><div><br /></div>
"<img src=""antinbath-transplant-run-relay2_1380643440871.jpg"" />","tiếp tục, tiếp diễn, làm tiếp, duy trì;",continue,/kənˈtɪnjuː/,<div>a. The film continues the story set out in an earlier film.</div><div>b. The search for a star will continue until one is found.</div><div><br /></div>
"<img src=""260004685_8d78d77db0_z_1380643440871.jpg"" />","(sự) diễn tả, mô tả; diện mạo, hình dạng",description,/dɪˈskrɪpʃn̩/,<div>a. The description of the film did not match what we saw on screen.</div><div>b. The critic's description of the film made it sound very appealing.</div><div><br /></div>
"<img src=""urban-disperse_1380643440871.jpg"" />","giải tán, xua tan; gieo rắc, truyền (tin đồn);",disperse,/dɪˈspɜːs/,<div>a. The reporters dispersed after the press agent cancelled the interview with the film&nbsp;director.</div><div>b. The crowd outside the movie premiere would not disperse until they had seen the&nbsp;movie stars.</div><div><br /></div>
"<img src=""jiggy_header_entertainment.jpg"" />","sự giải trí, tiêu khiển",entertainment,/ˌentəˈteɪnmənt/,<div>a. The movie was provided for our entertainment.</div><div>b. There was not entertainment for children of guests at the hotel.</div><div><br /></div>
"<img src=""paste-29214367547395.jpg"" />","ảnh hưởng đến, tác động đến, khiến cho;",influence,/ˈɪnflʊəns/,<div>a. The editor's style influenced a generation of film editors.</div><div>b. The producer was able to influence the town council to allow her to film in the&nbsp;park.</div><div><br /></div>
"<img src=""maxresdefault (2).jpg"" />","dải,&nbsp;vùng, phạm vi, lĩnh vực, tầm (scope);",range,/reɪndʒ/,<div>a. The range of the director's vision is impressive.</div><div>b. What is the price range you are willing pay for a ticket to the premiere?</div><div><br /></div>
"<img src=""logo_publish_today_1380643440871.jpg"" />","phát hành; thả, phóng thích, giải thoát; làm nhẹ, làm bớt (đau);",release,/rɪˈliːs/,<div>a. The film was finally realeased to movie theaters after many delays.</div><div>b. The producers of the film are hoping to release it in time for the holidays.</div><div><br /></div>
"<img src=""paste-65030099828737.jpg"" />","<div>đại diện, thay mặt; tiêu biểu, tượng trưng; diễn tả,&nbsp;đóng vai;</div>",representation,"/,reprizen'teiʃn/",<div>a. The actor's representation of his character did not seem authentic.</div><div>b. The film's representation of world poverty through the character of the hungry&nbsp;child was quite moving.</div><div><br /></div>
"<img src=""Why-You-Should-Separate-Your-Shopping-Cart-from-Your-CMS-.jpg"" />","tách rời, riêng rẽ;",separately,&nbsp;/'seprətli/,<div>a. Each scene of the movie was filmed separately from the others.</div><div>b. The theater was very crowded so we had to sit separately.</div><div><br /></div>
"<img src=""20100408_df1_20100305_1232_194-196 kestrel in flight (arbitrary successive frame montage)(r+mb id@768).jpg"" />","kế tiếp, liên tiếp, liên tục; lần lượt",successive,/səkˈsesɪv/,<div>a. The script went through successive rewrites.</div><div>b. Somehow the successive images were interrupted and had to be edited again.</div><div><br /></div>
"<img src=""actors_1380643440871.jpg"" />","<div>(sự/cách) hành động, hoạt động, làm việc; chuỗi sự kiện (truyện,&nbsp;sân khấu);</div>",action,/ˈæktɪŋ/,<div>a. The director decided that the second act needed more action and asked the&nbsp;playwright to review the work.</div><div>b. The action on stage was spellbinding.</div><div><br /></div>
"<img src=""1001-cach-tiep-can-va-lam-quen-ban-gai.jpg"" />","<div>tiến gần, tiếp cận; đường tiến vào, lối vào; thăm dò, tiếp&nbsp;xúc;</div>",approach,/əˈprəʊtʃ/,<div>a. The performance approaches perfection.</div><div>b. The director approached the play from unusual angle.</div><div><br /></div>
"<img src=""become-more-approachable_1380643440871.jpg"" />","có thể đến gần, tới gần được, thân thiện, dễ tiếp cận;",approachable,/əˈprəʊtʃəbl̩/,a.&nbsp;Malcolm is always very approachable – talk it over with him.<div>b.&nbsp;Graham's always very approachable - why don't you talk the problem over with him?</div>
"<img src=""Audience.jpg"" />","khán giả, thính giả, độc giả;",audience,/ˈɔːdiəns/,<div>a. The audience cheered the actors as they walked off the stage.</div><div>b. The playwright expanded his audience by writing for film as well as for stage.</div><div><br /></div>
"<img src=""depositphotos_2518984-Create-a-graph.jpg"" />",sáng tạo;,creative,/kri:'eitiv/,<div>a. The writer's creative representation of the Seven Deadly Sins was astounding.</div><div>b. There are a number of creative people writing for the theater these days.</div><div><br /></div>
"<img src=""Chat.jpg"" />",(n): cuộc đối thoại; (v): đối thoại;,dialogue,/ˈdaɪəlɒɡ/,"<div>a. The actors performed the dialogue without using scripts.</div><div>b. The written dialogue seemed great, but was hard to perform.</div><div><br /></div>"
"<img src=""table.gif"" />","yếu tố, nhân tố, nguyên tố;",element,/ˈelɪmənt/,"<div>a. The audience is an essential element of live theater.</div><div>b. By putting togetther all the elements of theater into one play, he overwhelmed the&nbsp;critics.</div><div><br /></div>"
"<img src=""the-human-experience.jpg"" />","kinh nghiệm, trải qua",experience,/ɪkˈspɪərɪəns/,a. The experience of live theater is very thrilling.&nbsp;<div>b. Going to the theater was not part of Claude's experience growing up.</div><div><br /></div>
"<img src=""Tornado-at-Union-City-Oklahoma-Credit-NOAA-Photo-Library.jpg"" />","xuất hiện; xảy ra, xảy đến;",occur,/ə'kɜː/,<div>a. The murder in the play occurs in the second act.</div><div>b. It never occurred to me that the wife whom the character referred to was&nbsp;imaginary.</div><div><br /></div>
"<img src=""The-North-Carolina-Tar-Heels-cheerleaders-perform.jpg"" />","thực hiện, thi hành; trình bày, biểu diễn, đóng vai;",perform,/pəˈfɔːm/,<div>a. The theater group performed a three-act play.</div><div>b. Juan performed the role without forgetting any lines.</div><div><br /></div>
"<img src=""131993068_11n.jpg"" />","nhắc lại, kể lại; diễn tập (kịch, múa...);",rehearse,/rɪˈhɜːs/,<div>a. The players rehearsed for only three weeks before the show opened.</div><div>b. The director rehearses with the actors ten hours each day.</div><div><br /></div>
"<img src=""9807_1380643440871.jpg"" />","Sự phê bình, lời phê bình, duyệt, xem lại;",review,/rɪˈvjuː/,<div>a. The critic's influential review of the play was so negative that it sank the entire&nbsp;production.</div><div>b. The newspaper sent a rank amateur to review the play.</div><div><br /></div>
"<img src=""17218.jpg"" />","bán hết, bán sạch (vé);&nbsp;bán rẻ hết, bán tống bán tháo;&nbsp;",sell out,/səʊld aʊt/,<div>a. The Broadway opening sold out months in advance.</div><div>b. We expect that this play will be a smash and sell out quickly.</div><div><br /></div>
"<img src=""free-wi-fi-1000x936.jpg"" />","sẵn có, sẵn sàng (để dùng, để phục vụ);",available,/əˈveɪləbl̩/,"<div>a. In order to understand all the words to the opera, Sue Lin kept an Italian dictionary&nbsp;available at all times.</div><div>b. I checked the list of available compact discs before ordering.</div><div><br /></div>"
"<img src=""AAEAAQAAAAAAAAZ5AAAAJDYyNWUwZjhjLWUwOTUtNDYyMC1hZDJmLWE2NjZiMDAzNzk3Zg.jpg"" />","mở rộng, nới rộng;",broaden,/'brɔ:dn/,<div>a. Dominique wants to broaden her knowledge of opera history.</div><div>b. You will appreciate music more if you broaden your tastes and listen to several&nbsp;types of music.</div><div><br /></div>
"<img src=""sach-large_1380643440871.jpg"" />","hạng, loại",category,/ˈkætɪɡəri/,<div>a. Jazz is one of many categories of music.</div><div>b. The works of Mozart are in a category by themselves.</div><div><br /></div>
"<img src=""disparate_youth_by_likelucy-d536ozk_1380643440871.jpg"" />","khác biệt, khác loại, khác hẳn nhau;",disparate,/ˈdɪspərət/,"<div>a. In the song, the disparate voices hauntingly join a blended chorus.</div><div>b. Religious song cut across disparate categories of music.</div><div><br /></div>"
"<img src=""paste-50315541872643.jpg"" />","chia ra, phân chia; chia rẽ, ly gián;",divide,/dɪˈvaɪd/,"<div>a. The music class was evenly divided between those who liked country and western&nbsp;music and those who do not.</div><div>b. The broad topic of music can be divided into manageable parts, such as themes,&nbsp;styles, or centuries.</div><div><br /></div>"
"<img src=""1344572471-babauan-babau-eva2.jpg"" />","chiếu cố, thiên vị; thích, thiện cảm;",favor,/'feivə/,<div>a. Sam enjoys the works of several composers but he tends to favor Mozart.</div><div>b. I'd favor an evening at a jazz concert over an evening at the opera any time.</div><div><br /></div>
"<img src=""paste-75797582839811 (1).jpg"" />","bản năng; năng khiếu, thiên hướng;",instinct,/ˌɪnˈstɪŋkt/,"<div>a. The student's ability to play the cello was so natural, it seemed an instinct.</div><div>b. The music lover followed his instincts and collected only music that he enjoyed.&nbsp;</div><div><br /></div>"
"<img src=""355_1380643440871.png"" />","ưa thích hơn, thích cái gì hơn",prefer,/pri'fɜ:/,<div>a. He preferred contemporary music to any other type.</div><div>b. Ms. Lanet prefers to get a seat near the aisle when she attends a concert.</div><div><br /></div>
"<img src=""why-clipart.jpg"" />","(n): lý do, lý lẽ; lý trí, lẽ phải; (v): suy luận, lý luận; tranh luận, cãi lý;",reason,/ˈriːzən/,<div>a. We'll never understand the reason why some music is popular and some is not.</div><div>b. There is every reason to believe that Beethoven will still be popular in the next&nbsp;century.</div><div><br /></div>
"<img src=""paste-88849988452353.jpg"" />","thư giãn, sự nghỉ ngơi, sự giải trí",relaxation,/ˌriːlækˈseɪʃn̩/,<div>a. Listening to soothing music before bedtime provides good relaxation.</div><div>b. He played the piano for relaxation and pleasure.</div><div><br /></div>
"<img src=""paste-101734890340355.jpg"" />","sở thích,thị hiếu, vị giác;",taste,/teɪst/,<div>a. Ella had the taste required to select a musical program for the visiting dignitaries.</div><div>b. This music does not appeal to my tastes; but I'm not old-fashioned.</div><div><br /></div>
"<img src=""Có-nên-nài-nỉ-khách-hàng-1024x576.png"" />","&nbsp;thúc giục, thúc đẩy, thôi thúc; cố nài, cố thuyết phục;",urge,/ɜːdʒ/,"<div>a. His mother urged him to study the piano; the rest is musical history.</div><div>b. Despite my reluctance, my friends urged me to attend an opera.</div><div><br /></div>"
"<img src=""7143_watermark1.jpg"" />","đạt được, thu được, giành được, kiếm được (obtain);",acquire,/əˈkwaɪə/,<div>a. The museum acquired a Van Gogh during heavy bidding.</div><div>b. The sculptor acquired metalworking skills after much practice.</div><div><br /></div>
"<img src=""1da1ceb7-6fdf-4389-8476-a7702a36ed75_1380643440871.jpg"" />","khâm phục, thán phục; hâm mộ, ngưỡng mộ;",admire,/ədˈmaɪə/,"<div>a. Raisa, admiring the famous smile, stood before the Mona Lisa for hours.</div><div>b. I admire all the effort the museum put into organizing this wonderful exhibit.</div><div><br /></div>"
"<img src=""World Famous Beer Collection.JPG"" />","<div>(sự) sưu tầm, thu thập; (sự/tiền) quyên góp; nhóm người/đồ&nbsp;vật</div>",collection,/kəˈlekʃn̩/,<div>a. The museum's collection contained many works donated by famous collectors.</div><div>b. The museum's collection kept two full-time curators busy.</div><div><br /></div>
"<img src=""Handling-Criticism.jpg"" />","(sự/lời) phê bình, chỉ trích, phê phán, bình phẩm",criticism,/ˈkrɪtɪsɪzəm/,"<div>a. According to the criticism of the Victorian era, the painting was a masterpiece; now&nbsp;it is considered merely a minor work.</div><div>b. The revered artist's criticism of the piece was particularly insightful.</div><div><br /></div>"
"<img src=""Fashion-Ad-1-Midtown_1380643440871.jpg"" />","thời trang, mốt; hình dáng, kiểu cách;",fashion,/ˈfæʃn̩/,"<div>a. According to the fashion of the day, the languid pose of the sculpture was high art.</div><div>b. The museum's classical architecture has never gone out of fashion.</div><div><br /></div>"
"<img src=""500-pcs---leisure-time-by-castorland_1380643440871.jpg"" />","(lúc/thời gian) nhàn rỗi, nhàn hạ",leisure,/ˈleʒə/,"<div>a. The woman took up painting in her retirement, when she had more leisure time.</div><div>b. We can go to the permanent collection at our leisure.</div><div><br /></div>"
"<img src=""feedback-heads1-300x224.png"" />","phản ứng lại (react); đáp lại, đáp ứng, hưởng ứng (reply);",respond,/rɪˈspɒnd/,<div>a. You should respond to the invitation to attend the museum gala.</div><div>b. The visitors who viewed those poignant photographs responded emotionally.</div><div><br /></div>
"<img src=""paste-79109002625027.jpg"" />","<div>(n): thời gian biểu; (v): ghi vào thời gian biểu, dự định thời gian&nbsp;biểu;</div>",schedule,/ˈʃedjuːl/,<div>a. We didn't schedule enough time to see all the exhibits that we were interested in.</div><div>b. The museum is scheduling a collection of works by Japanese masters.</div><div><br /></div>
"<img src=""thumb6603nguoivetet20162_gbto.jpg"" />","quan trọng, trọng đại, hệ trọng, đầy ý nghĩa;",significant,/sɪɡˈnɪfɪkənt/,<div>a. The use of lambs to symbolize innocence is significant in Western art.</div><div>b. The rash of new acquisitions represented a significant change in the museum's&nbsp;policies.</div><div><br /></div>
"<img src=""paste-51780125720577_1380643440879.jpg"" />","chuyên môn hóa, chuyên về, đặc trưng về;",specialize,/ˈspeʃəlaɪz/,<div>a. The art historian specialized in Navajo rugs.</div><div>b. The museum shop specializes in Ming vases.</div><div><br /></div>
"<img src=""11p2jR49Qrsg6IVQEJmz-tA.png"" />","<div>phổ, quang phổ; một dải rộng (về hoạt động, ý tưởng, chất&nbsp;lượng...);</div>",spectrum,/ˈspektrəm/,<div>a. The painting crosses the spectrum from symbolic to realistic representation.</div><div>b. The whole spectrum of artistic expression was represented in the exhibit.</div><div><br /></div>
"<img src=""DHL_Services.png"" />","biểu lộ, bày tỏ, diễn đạt; gửi nhanh, gửi tốc hành",express,/iks'pres/,<div><div>a. The sculptor was able to express his feelings better through the use of clay rather&nbsp;than words.</div><div>b. The photograph expresses a range of emotions.</div><div><br /></div></div><div><br /></div>
"<img src=""rush-assignment_1380643440871.png"" />","(sự) giao việc, phân công; quy là, cho là; nhiệm vụ, công việc;",assignment,/əˈsaɪnmənt/,"<div>a. This assignment has to be turned in before midnight.</div><div>b. When the reporter is on assignment, research piles up on her desk.</div><div><br /></div>"
"<img src=""choose1.jpg"" />",lựa chọn,choose,/tʃuːz/,<div>a. Alan chooses to read The New York Times over the Wall Street Journal.</div><div>b. I did not choose that candidate to be the editor of our student newspaper.</div><div><br /></div>
"<img src=""teens-texting.jpg"" />","liên miên, luôn luôn (always, continuely);",constantly,/ˈkɒnstənt/,<div>a. An advantage of Internet news reports is that they can be constantly updated.</div><div>b. People constantly look to the news to keep up-to-date on what is going on in the&nbsp;world.</div><div><br /></div>
"<img src=""Cristian+Lay+honestidad.jpg"" />","<div>cấu tạo, tạo thành (to form); thiết lập, thành lập (to&nbsp;establish)</div>",constitute,/ˈkɒnstɪtjuːt/,"<div>a. All the different news sources constitute the media industry.</div><div>b. A talented staff, adequate printing facilities, and sufficient distribution points&nbsp;constitute a successful newspaper.</div><div><br /></div>"
"<img src=""Decision-making.jpg"" />","sự quyết định; ‹sự› giải quyết, phân xử, phán quyết;",decision,/di'siʒn/,<div>a. The court made the decision to allow the newspaper to print the controversial story.</div><div>b. Newspaper editors often have to make quick decisions about which stories to&nbsp;publish.</div><div><br /></div>
"<img src=""paste-105870943846403.jpg"" />","truyền bá, phổ biến, reo rắc;",disseminate,/dɪˈsemɪneɪt/,<div>a. The media disseminates news across the world.</div><div>b. The computer virus was disseminated through the newsroom by reporters sharing&nbsp;terminals.</div><div><br /></div>
"<img src=""504775main_Massive_Impact-1.jpg"" />","<div>(sự/sức) va mạnh, va chạm mạnh, tác động mạnh, ảnh hưởng&nbsp;mạnh;</div>",impact,/ɪmˈpækt/,<div>a. The story of the presidential scandal had a huge impact on the public.</div><div>b. The impact of the news coverage is yet to be known.</div><div><br /></div>
"<img src=""analisa-1170x650.jpg"" />","tỷ mỉ, cẩn thận, chu đáo, chi tiết;",in depth,/ɪn depθ/,<div>a. The newspaper gave in-depth coverage of the tragic bombing.</div><div>b. Ivan's in-depth story on the spread of the disease received praise from many of his&nbsp;colleagues.</div><div><br /></div>
"<img src=""paste-126710125166595.jpg"" />","điều tra, nghiên cứu",investigate,/ɪnˈvestɪɡətɪv/,<div>a. Reporters need to thoroughly investigate the facts before publishing their stories.</div><div>b. Michelle's editor sent her to the capital to investigate the story behind the&nbsp;government scandal.</div><div><br /></div>
"<img src=""paste-133642202382339.jpg"" />","liên kết, kết hợp",link,/lɪŋk/,<div>a. The computer links will take you to today's headlines.</div><div>b. The father-daughter team of reporters is just one example of many family links at&nbsp;this newspaper.</div><div><br /></div>
"<img src=""paste-140230682214403.jpg"" />","quyên, góp; đặt (báo), đặt mua dài hạn, theo dõi lâu dài;",subscribe,/səbˈskraɪb/,<div>a. Jill subscribes to a gardening magazine.</div><div>b. It is convenience to subscribe to the newspaper because it is delivered to your&nbsp;house daily.</div><div><br /></div>
"<img src=""paste-142137647693827.jpg"" />","thấu đáo, triệt để, hoàn toàn, trọn vẹn; tỉ mỉ, kỹ lưỡng;",thorough,/ˈθʌrə/,<div>a. The reporters were thorough in their coverage of the event.</div><div>b. The story was the result of thorough research.</div><div><br /></div>
"<img src=""Happy-New-Year-Copy.jpg"" />","hàng năm, từng nằm, thường niên (yearly);",annually,/'ænjʊəli/,<div>a. Everyone should get a physical exam annually.</div><div>b. A number of tests are provided annually by my insurance plan.</div><div><br /></div>
"<img src=""VMS_appointment.jpg"" />","<div>sự hẹn gặp, giấy mời; chức vụ được bổ nhiệm, sắc&nbsp;lệnh;</div>",appointment,/əˈpɔɪntmənt/,"<div>a. To get the most out of your appointment, keep a log of your symptoms and&nbsp;concerns.</div><div>b. The psychiatrist holds an academic appointment at the university hospital as well&nbsp;as having a private practice.</div><div><br /></div>"
"<img src=""gia-ca-san-tre.jpg"" />","ước định, định lượng, đánh giá",assess,/əˈses/,<div>a. The physical therapist assessed the amount of mobility Ms. Crowl had lost after her&nbsp;stroke.</div><div>b. The insurance rate Mr. Victor was assessed went up this year after he admitted that&nbsp;he had started smoking again.</div><div><br /></div>
"<img src=""multiple_diaganose.jpg"" />",chẩn đoán,diagnose,/ˈdaɪəɡnəʊz/,"<div>a. After considering the patient's symptoms and looking at his test results, the doctor&nbsp;diagnosed the lump as benign.&nbsp;</div><div><div>b. She diagnosed the problem as a failure to follow the directions for taking the&nbsp;medication.</div></div><div><br /></div>"
"<img src=""ben-carsons-diagnosis-of-america.jpg"" />",lời chuẩn đoán,diagnosis,/ˌdaɪəɡˈnəʊsɪs/,"a. Diagnosis of the disease is difficult in the early stages.<div>b.&nbsp;When we get the results of your blood tests, I should be able to give you a clear diagnosis.</div>"
"<img src=""paste-8546984919043.jpg"" />","(có) kết quả, tác dụng; (có) hiệu quả, hiệu lực",effective,/ɪˈfektɪv/,"<div>a. Howard was pleased to find that the diet recommended by his doctor was quite&nbsp;effective.</div><div>b. The new policies, effective the beginning of the fiscal year, change the amount&nbsp;charged to see the physician.</div><div><br /></div>"
"<img src=""Musical-Instruments-The-Bird-Feed-1024x790.png"" />","dụng cụ, công cụ, thiết bị đo đạc; trái phiếu, nhạc cụ;",instrument,/ˈɪnstrʊmənt/,<div>a. The pediatrician tried not to frighten the children with her strange-looking&nbsp;instruments.</div><div>b. The senior physician carried his instruments in a black leather bag.</div><div><br /></div>
"<img src=""Practices1.jpg"" />","quản lý, trông nom, điều khiển, sai khiến (handle);<div>giải quyết, xử lý, xoay xở được (deal with); chỉ đạo, chỉ dẫn, dạy bảo (guide);</div>",manage,/ˈmænɪdʒ/,"<div>a. The head nurse's ability to manage her staff through a difficult time caught the&nbsp;hospital administrator's attention.</div><div>b. By carefully managing their limited resources, the couple found the money for the&nbsp;elective surgery.</div><div><br /></div>"
"<img src=""1447257743.jpg"" />","ngăn ngừa, ngăn chặn; phòng ngừa, phòng tránh;",prevent,/prɪˈvent/,"<div>a. By encouraging teenagers not to smoke, doctors are hoping to prevent many cases&nbsp;of cancer.</div><div>b. His full caseload prevented the doctor from taking on new patients.</div><div><br /></div>"
